"id","status","template_id","accession_number","attempts","created_at"
3536,failed,106,"537992",8,2022-12-13 16:38:38.522 +1030
3934,failed,29,"539991",8,2023-01-10 11:16:50.992 +1030
3972,completed,100,"540170",3,2023-01-10 17:04:33.100 +1030
3965,failed,96,"540148",8,2023-01-10 16:00:44.288 +1030
3661,failed,18,"538560",8,2022-12-16 15:20:20.585 +1030
3646,completed,100,"538500",3,2022-12-16 12:37:21.193 +1030
3943,completed,100,"540056",3,2023-01-10 13:20:55.046 +1030
3543,completed,100,"538038",2,2022-12-14 09:45:21.883 +1030
3660,failed,29,"538558",8,2022-12-16 15:18:42.645 +1030
3953,completed,29,"540108",3,2023-01-10 14:44:27.349 +1030
3663,failed,124,"538583",8,2022-12-16 16:51:21.385 +1030
3544,completed,18,"538040",4,2022-12-14 09:48:25.633 +1030
3971,failed,99,"540169",8,2023-01-10 16:54:40.260 +1030
3945,failed,96,"540062",8,2023-01-10 13:29:36.662 +1030
3766,failed,96,"539153",8,2022-12-21 15:26:50.820 +1030
3981,completed,100,"540251",4,2023-01-11 10:27:25.496 +1030
3763,failed,29,"539133",8,2022-12-21 14:42:13.972 +1030
3961,failed,96,"540133",8,2023-01-10 15:31:40.179 +1030
3550,completed,110,"538064",4,2022-12-14 10:34:20.492 +1030
3553,completed,110,"538083",3,2022-12-14 11:06:25.814 +1030
3772,failed,106,"539175",8,2022-12-21 16:40:05.438 +1030
3552,completed,96,"538081",5,2022-12-14 11:02:37.120 +1030
3991,failed,29,"540286",8,2023-01-11 11:18:24.965 +1030
3649,completed,29,"538507",4,2022-12-16 13:22:10.277 +1030
3564,completed,100,"538127",3,2022-12-14 13:32:38.500 +1030
3979,failed,96,"540219",8,2023-01-11 09:38:20.843 +1030
3982,failed,106,"540252",8,2023-01-11 10:27:46.826 +1030
3790,completed,100,"539307",5,2022-12-22 13:37:29.137 +1030
3671,completed,100,"538637",3,2022-12-19 10:01:49.412 +1030
4002,completed,100,"540364",2,2023-01-11 13:56:28.648 +1030
4000,completed,29,"540345",3,2023-01-11 13:29:47.740 +1030
3669,completed,29,"538604",5,2022-12-19 09:05:40.486 +1030
4020,completed,29,"540451",3,2023-01-11 16:59:48.705 +1030
3567,completed,106,"538139",3,2022-12-14 13:58:51.951 +1030
3778,failed,96,"539228",8,2022-12-22 10:00:32.916 +1030
3714,failed,106,"538861",8,2022-12-20 10:45:55.724 +1030
4037,completed,29,"540537",3,2023-01-12 10:35:44.566 +1030
3569,completed,100,"538154",3,2022-12-14 14:20:52.004 +1030
3566,completed,96,"538138",4,2022-12-14 13:55:58.841 +1030
3565,completed,29,"538132",5,2022-12-14 13:46:25.142 +1030
3656,completed,29,"538538",3,2022-12-16 14:34:03.133 +1030
3706,failed,96,"538823",8,2022-12-20 09:48:55.711 +1030
3580,completed,99,"538224",3,2022-12-15 08:59:18.221 +1030
3581,completed,100,"538228",3,2022-12-15 09:09:20.221 +1030
4051,failed,96,"540609",8,2023-01-12 13:08:49.060 +1030
4045,completed,100,"540586",2,2023-01-12 12:03:16.653 +1030
4038,completed,18,"540542",4,2023-01-12 10:37:24.375 +1030
3593,completed,100,"538306",3,2022-12-15 11:56:52.316 +1030
3596,completed,100,"538324",3,2022-12-15 12:58:33.293 +1030
3756,completed,29,"539104",4,2022-12-21 13:10:15.987 +1030
3600,completed,100,"538335",3,2022-12-15 13:31:40.284 +1030
4053,failed,96,"540623",8,2023-01-12 13:45:30.100 +1030
3657,completed,29,"538553",3,2022-12-16 15:06:12.896 +1030
4048,completed,18,"540593",4,2023-01-12 12:17:47.563 +1030
3716,failed,96,"538878",8,2022-12-20 11:39:40.687 +1030
4026,failed,106,"540478",8,2023-01-12 09:06:13.201 +1030
4054,completed,29,"540633",3,2023-01-12 14:08:33.132 +1030
4034,failed,96,"540523",8,2023-01-12 10:14:27.376 +1030
4044,failed,96,"540578",8,2023-01-12 11:42:29.180 +1030
4061,failed,96,"540673",8,2023-01-12 15:43:19.512 +1030
3655,completed,19,"538533",5,2022-12-16 14:15:12.588 +1030
3662,completed,29,"538565",3,2022-12-16 15:42:49.769 +1030
3640,failed,106,"538479",8,2022-12-16 11:41:02.776 +1030
3730,completed,29,"538962",4,2022-12-20 15:53:55.549 +1030
3682,failed,106,"538682",8,2022-12-19 11:24:26.977 +1030
3735,completed,19,"538980",3,2022-12-20 17:02:26.789 +1030
3868,completed,100,"539719",4,2023-01-09 11:28:27.963 +1030
3734,failed,124,"538973",8,2022-12-20 16:38:17.137 +1030
3747,failed,96,"539055",8,2022-12-21 10:47:57.666 +1030
3691,failed,124,"538737",8,2022-12-19 14:30:13.806 +1030
3695,failed,96,"538773",8,2022-12-19 16:03:09.849 +1030
3697,failed,96,"538777",8,2022-12-19 16:06:11.925 +1030
3739,completed,100,"538996",2,2022-12-21 09:09:53.220 +1030
3800,completed,29,"539351",4,2022-12-22 15:57:18.222 +1030
3870,failed,96,"539726",8,2023-01-09 11:38:24.857 +1030
3785,completed,100,"539294",2,2022-12-22 13:03:21.772 +1030
3906,completed,100,"539842",3,2023-01-09 15:11:20.237 +1030
3881,completed,100,"539755",2,2023-01-09 12:24:28.664 +1030
3749,completed,100,"539069",4,2022-12-21 11:05:55.514 +1030
3751,completed,100,"539084",3,2022-12-21 11:55:55.349 +1030
3853,completed,18,"539631",4,2023-01-09 09:16:25.859 +1030
3784,failed,124,"539293",8,2022-12-22 13:01:44.640 +1030
3773,completed,18,"539176",4,2022-12-21 16:41:28.257 +1030
3755,failed,96,"539103",8,2022-12-21 13:03:58.534 +1030
3792,failed,96,"539317",8,2022-12-22 13:55:15.928 +1030
3788,failed,96,"539299",8,2022-12-22 13:16:14.161 +1030
3795,failed,96,"539334",8,2022-12-22 15:04:12.646 +1030
3803,failed,106,"539365",8,2022-12-22 17:20:48.072 +1030
3860,completed,29,"539670",3,2023-01-09 10:18:57.057 +1030
3876,completed,18,"539741",3,2023-01-09 12:10:34.850 +1030
3884,completed,100,"539767",4,2023-01-09 12:50:22.614 +1030
3864,completed,18,"539683",0,2023-01-09 11:05:08.474 +1030
3820,completed,100,"539472",3,2022-12-23 14:33:14.917 +1030
3879,completed,100,"539749",5,2023-01-09 12:17:53.947 +1030
3819,failed,96,"539467",8,2022-12-23 14:18:22.276 +1030
3866,completed,100,"539707",3,2023-01-09 11:09:13.833 +1030
3856,failed,96,"539656",8,2023-01-09 09:55:15.317 +1030
3863,completed,19,"539688",5,2023-01-09 10:49:31.723 +1030
3874,failed,106,"539739",8,2023-01-09 12:00:17.665 +1030
3894,failed,96,"539799",8,2023-01-09 14:08:25.847 +1030
3883,completed,29,"539764",5,2023-01-09 12:44:18.434 +1030
3893,completed,100,"539798",4,2023-01-09 14:05:47.986 +1030
3890,completed,100,"539788",3,2023-01-09 13:44:33.623 +1030
3895,failed,99,"539801",8,2023-01-09 14:10:08.502 +1030
3908,failed,96,"539854",8,2023-01-09 15:46:12.970 +1030
3892,completed,19,"539797",4,2023-01-09 14:03:44.908 +1030
3869,failed,96,"539725",8,2023-01-09 11:38:04.689 +1030
3911,completed,100,"539871",2,2023-01-09 16:24:36.034 +1030
3919,failed,106,"539849",8,2023-01-10 09:00:09.003 +1030
3946,completed,100,"540074",2,2023-01-10 13:49:10.814 +1030
3435,completed,96,"537462",3,2022-12-09 12:58:30.157 +1030
3783,failed,110,"539283",8,2022-12-22 12:24:21.186 +1030
3440,completed,29,"537504",3,2022-12-09 14:38:52.764 +1030
3527,completed,96,"537957",3,2022-12-13 14:57:37.788 +1030
3625,completed,106,"538410",3,2022-12-15 16:53:52.405 +1030
3954,completed,29,"540109",3,2023-01-10 14:51:44.333 +1030
3627,completed,19,"538413",3,2022-12-15 17:04:05.493 +1030
3920,failed,106,"539908",8,2023-01-10 09:03:28.898 +1030
3698,completed,18,"538780",3,2022-12-19 16:17:18.215 +1030
3528,completed,29,"537960",5,2022-12-13 14:59:13.470 +1030
3531,completed,19,"537970",5,2022-12-13 15:38:20.993 +1030
3958,completed,100,"540125",2,2023-01-10 15:20:48.490 +1030
3960,failed,96,"540131",8,2023-01-10 15:29:22.244 +1030
3547,completed,106,"538054",2,2022-12-14 10:06:07.427 +1030
3629,completed,18,"538415",4,2022-12-15 17:49:25.009 +1030
3787,failed,29,"539296",8,2022-12-22 13:12:32.675 +1030
3618,failed,96,"538392",8,2022-12-15 15:42:08.112 +1030
3551,completed,96,"538079",3,2022-12-14 10:55:39.669 +1030
3956,failed,96,"540121",8,2023-01-10 15:09:58.248 +1030
3932,failed,124,"539966",8,2023-01-10 10:47:39.800 +1030
3680,completed,29,"538673",3,2022-12-19 11:12:52.459 +1030
3686,failed,110,"538696",8,2022-12-19 12:29:03.912 +1030
3967,completed,100,"540153",2,2023-01-10 16:19:20.226 +1030
3631,completed,29,"538422",2,2022-12-16 08:56:47.482 +1030
3966,completed,29,"540152",2,2023-01-10 16:18:50.954 +1030
3561,completed,100,"538111",2,2022-12-14 12:16:14.029 +1030
3558,completed,96,"538098",4,2022-12-14 11:42:37.833 +1030
3955,completed,29,"540112",4,2023-01-10 14:52:21.114 +1030
3973,failed,110,"540172",8,2023-01-10 17:24:49.575 +1030
3687,failed,96,"538701",8,2022-12-19 12:50:11.112 +1030
3941,failed,106,"540018",8,2023-01-10 12:52:33.920 +1030
3570,completed,106,"538157",0,2022-12-14 14:53:21.719 +1030
3977,completed,18,"540210",2,2023-01-11 09:34:21.820 +1030
3577,completed,124,"538193",0,2022-12-14 16:01:03.227 +1030
3632,completed,100,"538438",3,2022-12-16 09:32:40.317 +1030
3568,failed,100,"538140",8,2022-12-14 14:00:50.070 +1030
3980,completed,100,"540220",2,2023-01-11 09:41:24.305 +1030
3858,failed,110,"539664",8,2023-01-09 10:07:10.457 +1030
3689,failed,106,"538723",8,2022-12-19 13:54:46.163 +1030
3684,completed,29,"538689",2,2022-12-19 12:07:49.085 +1030
3758,failed,96,"539114",8,2022-12-21 13:36:42.496 +1030
3583,completed,96,"538251",3,2022-12-15 10:00:02.219 +1030
3990,completed,100,"540283",1,2023-01-11 11:13:40.035 +1030
3814,failed,124,"539444",8,2022-12-23 13:18:12.704 +1030
3634,completed,29,"538448",4,2022-12-16 10:03:04.354 +1030
3582,completed,96,"538249",5,2022-12-15 09:53:43.831 +1030
3804,failed,124,"539366",8,2022-12-22 17:25:31.133 +1030
3637,completed,29,"538468",4,2022-12-16 10:48:43.590 +1030
3641,completed,100,"538484",2,2022-12-16 11:44:30.575 +1030
3595,completed,124,"538321",3,2022-12-15 12:51:10.178 +1030
3994,completed,100,"540306",2,2023-01-11 11:48:34.403 +1030
3692,failed,106,"538744",8,2022-12-19 14:50:49.001 +1030
3976,failed,96,"540203",8,2023-01-11 09:29:55.260 +1030
3975,failed,29,"540200",8,2023-01-11 09:25:59.542 +1030
3693,failed,96,"538747",8,2022-12-19 14:53:38.008 +1030
3613,completed,29,"538354",0,2022-12-15 14:57:39.350 +1030
3647,completed,100,"538502",2,2022-12-16 12:46:29.986 +1030
3611,completed,106,"538370",2,2022-12-15 14:46:19.084 +1030
3614,completed,29,"538375",3,2022-12-15 14:59:49.234 +1030
3589,failed,96,"538287",8,2022-12-15 11:02:10.429 +1030
3997,completed,100,"540318",2,2023-01-11 12:18:32.713 +1030
3974,failed,96,"540196",8,2023-01-11 09:20:07.823 +1030
3685,completed,100,"538692",2,2022-12-19 12:22:25.914 +1030
3694,failed,96,"538765",8,2022-12-19 15:50:38.026 +1030
4012,failed,110,"540421",8,2023-01-11 15:53:07.561 +1030
4009,failed,110,"540409",8,2023-01-11 15:42:17.272 +1030
4007,failed,96,"540401",8,2023-01-11 15:16:26.976 +1030
4013,completed,29,"540422",5,2023-01-11 15:53:17.034 +1030
4008,completed,29,"540330",0,2023-01-11 15:22:53.076 +1030
3989,failed,96,"540282",8,2023-01-11 11:12:13.276 +1030
3623,completed,110,"538406",2,2022-12-15 16:41:24.813 +1030
3817,failed,96,"539461",8,2022-12-23 14:11:42.781 +1030
3827,completed,29,"539493",5,2022-12-23 16:06:19.159 +1030
3650,completed,18,"538515",4,2022-12-16 13:42:54.983 +1030
3771,failed,124,"539163",8,2022-12-21 16:09:30.790 +1030
3774,failed,106,"539177",8,2022-12-21 16:44:52.442 +1030
3654,failed,110,"538526",8,2022-12-16 14:02:43.721 +1030
4014,failed,96,"540427",8,2023-01-11 16:00:08.054 +1030
3996,failed,106,"540316",8,2023-01-11 12:09:07.899 +1030
3988,failed,110,"540278",8,2023-01-11 11:07:49.097 +1030
4011,failed,110,"540414",8,2023-01-11 15:46:43.310 +1030
3987,failed,106,"540274",8,2023-01-11 11:01:21.477 +1030
3775,failed,96,"539182",8,2022-12-21 17:39:48.469 +1030
4018,completed,18,"540329",0,2023-01-11 16:33:27.015 +1030
4005,failed,106,"540376",8,2023-01-11 14:15:16.853 +1030
3675,failed,100,"538650",8,2022-12-19 10:17:58.675 +1030
3674,completed,100,"538649",2,2022-12-19 10:17:37.020 +1030
3781,completed,18,"539029",0,2022-12-22 11:32:08.555 +1030
3707,failed,96,"538828",8,2022-12-20 09:58:06.561 +1030
4029,completed,100,"540498",4,2023-01-12 09:36:10.912 +1030
3825,failed,124,"539484",8,2022-12-23 15:55:08.948 +1030
3723,failed,96,"538931",8,2022-12-20 14:20:55.097 +1030
3750,completed,18,"539061",2,2022-12-21 11:11:48.502 +1030
3672,failed,96,"538642",8,2022-12-19 10:09:13.421 +1030
3677,failed,106,"538602",8,2022-12-19 10:30:34.825 +1030
3678,failed,29,"538662",8,2022-12-19 10:46:45.226 +1030
3828,completed,29,"539509",3,2022-12-28 09:23:24.898 +1030
3786,completed,29,"539295",3,2022-12-22 13:08:23.331 +1030
3767,completed,29,"539155",3,2022-12-21 15:27:38.250 +1030
3896,failed,106,"539803",8,2023-01-09 14:12:11.539 +1030
3877,failed,96,"539746",8,2023-01-09 12:14:19.252 +1030
3806,failed,106,"539385",8,2022-12-23 09:47:45.580 +1030
3830,completed,100,"539519",3,2022-12-28 11:28:35.596 +1030
3794,completed,18,"539325",4,2022-12-22 14:24:17.364 +1030
3799,completed,100,"539350",2,2022-12-22 15:55:38.656 +1030
3832,completed,29,"539525",3,2022-12-28 14:14:28.150 +1030
3823,completed,18,"539476",3,2022-12-23 14:58:44.371 +1030
3837,completed,100,"539568",1,2023-01-03 13:35:41.646 +1030
3854,failed,110,"539637",8,2023-01-09 09:31:47.372 +1030
3873,failed,19,"539734",8,2023-01-09 11:50:34.101 +1030
3838,failed,96,"539576",8,2023-01-04 08:56:50.591 +1030
3861,completed,100,"539677",4,2023-01-09 10:32:44.538 +1030
3859,failed,96,"539667",8,2023-01-09 10:12:33.820 +1030
3909,failed,96,"539861",8,2023-01-09 16:04:44.588 +1030
3867,completed,29,"539710",3,2023-01-09 11:18:07.146 +1030
3912,failed,96,"539878",8,2023-01-09 16:35:05.868 +1030
3903,completed,100,"539835",4,2023-01-09 14:59:36.241 +1030
3918,failed,96,"539897",8,2023-01-09 18:00:09.336 +1030
3885,completed,29,"539619",0,2023-01-09 13:14:51.205 +1030
3871,failed,106,"539732",8,2023-01-09 11:48:54.049 +1030
3915,completed,100,"539886",3,2023-01-09 16:55:42.886 +1030
3875,failed,19,"539740",8,2023-01-09 12:07:44.000 +1030
3648,failed,106,"538503",8,2022-12-16 13:20:59.045 +1030
3511,completed,18,"537892",5,2022-12-13 12:03:56.514 +1030
3521,completed,96,"537925",3,2022-12-13 13:58:11.850 +1030
3436,completed,96,"537464",4,2022-12-09 13:00:13.585 +1030
3610,completed,100,"538367",4,2022-12-15 14:24:24.489 +1030
3557,completed,96,"538092",2,2022-12-14 11:30:02.018 +1030
3584,completed,100,"538252",3,2022-12-15 10:00:28.239 +1030
3529,completed,18,"537966",4,2022-12-13 15:24:29.998 +1030
3442,completed,18,"536924",0,2022-12-09 14:58:44.102 +1030
3607,completed,18,"538363",4,2022-12-15 14:17:38.642 +1030
3443,completed,100,"537512",2,2022-12-09 14:58:45.703 +1030
3441,completed,99,"537507",3,2022-12-09 14:47:35.315 +1030
3456,completed,124,"537611",0,2022-12-12 15:21:30.230 +1030
3556,failed,96,"538087",8,2022-12-14 11:14:34.340 +1030
3454,completed,96,"537599",0,2022-12-12 15:21:28.549 +1030
3458,completed,96,"537628",0,2022-12-12 15:21:31.243 +1030
3620,completed,100,"538402",2,2022-12-15 16:22:28.143 +1030
3465,completed,100,"537655",0,2022-12-12 15:21:34.800 +1030
3598,completed,18,"538333",4,2022-12-15 13:30:26.462 +1030
3490,completed,29,"537781",3,2022-12-12 16:42:11.744 +1030
3466,completed,29,"537657",0,2022-12-12 15:21:35.168 +1030
3447,completed,106,"537531",0,2022-12-09 16:13:38.901 +1030
3452,completed,96,"537578",0,2022-12-12 15:21:26.105 +1030
3467,completed,99,"537658",0,2022-12-12 15:21:35.328 +1030
3451,completed,96,"537568",0,2022-12-12 15:21:25.422 +1030
3602,completed,96,"538344",2,2022-12-15 13:47:31.415 +1030
3505,completed,100,"537848",3,2022-12-13 10:39:19.364 +1030
3474,completed,100,"537703",0,2022-12-12 15:21:39.448 +1030
3484,completed,124,"537744",1,2022-12-12 15:21:41.252 +1030
3475,completed,100,"537704",0,2022-12-12 15:21:39.609 +1030
3446,completed,96,"537541",4,2022-12-09 16:00:28.463 +1030
3448,completed,18,"537550",3,2022-12-09 16:29:15.296 +1030
3444,completed,19,"537513",5,2022-12-09 15:05:18.773 +1030
3555,completed,100,"538085",3,2022-12-14 11:09:34.597 +1030
3445,completed,96,"537534",5,2022-12-09 15:49:59.306 +1030
3477,completed,110,"537717",0,2022-12-12 15:21:40.102 +1030
3500,completed,96,"537830",4,2022-12-13 10:04:06.586 +1030
3449,completed,124,"537562",2,2022-12-09 17:33:29.284 +1030
3588,completed,19,"538284",3,2022-12-15 10:59:40.842 +1030
3591,completed,100,"538294",3,2022-12-15 11:07:44.057 +1030
3572,completed,110,"538178",3,2022-12-14 15:28:23.301 +1030
3496,completed,96,"537813",3,2022-12-13 09:27:00.178 +1030
3461,completed,29,"537645",0,2022-12-12 15:21:33.331 +1030
3476,completed,96,"537713",0,2022-12-12 15:21:39.967 +1030
3549,failed,96,"538061",8,2022-12-14 10:32:56.913 +1030
3573,completed,29,"538184",4,2022-12-14 15:43:15.101 +1030
3612,completed,96,"538373",5,2022-12-15 14:53:36.068 +1030
3658,completed,18,"538541",0,2022-12-16 15:08:13.129 +1030
3601,completed,96,"538340",4,2022-12-15 13:44:46.877 +1030
3653,failed,124,"538523",8,2022-12-16 13:59:01.591 +1030
3609,completed,96,"538366",3,2022-12-15 14:21:06.699 +1030
3619,completed,106,"538393",3,2022-12-15 15:43:49.223 +1030
3659,completed,100,"538555",4,2022-12-16 15:11:57.287 +1030
3642,failed,96,"538489",8,2022-12-16 11:49:09.365 +1030
3679,failed,106,"538621",8,2022-12-19 10:48:44.816 +1030
3643,failed,106,"538492",8,2022-12-16 12:01:06.378 +1030
3700,failed,96,"538784",8,2022-12-19 16:31:04.673 +1030
3699,failed,96,"538781",8,2022-12-19 16:18:31.271 +1030
3703,completed,100,"538797",2,2022-12-20 08:55:34.226 +1030
3704,completed,29,"538807",3,2022-12-20 09:20:47.855 +1030
3468,completed,29,"537663",0,2022-12-12 15:21:35.819 +1030
3480,completed,124,"537722",0,2022-12-12 15:21:40.407 +1030
3482,completed,100,"537736",0,2022-12-12 15:21:40.871 +1030
3491,completed,106,"537789",3,2022-12-12 17:13:25.552 +1030
3470,completed,18,"537575",0,2022-12-12 15:21:36.417 +1030
3473,completed,100,"537696",0,2022-12-12 15:21:39.073 +1030
3481,completed,29,"537725",0,2022-12-12 15:21:40.531 +1030
3710,completed,100,"538852",2,2022-12-20 10:30:42.530 +1030
3463,completed,96,"537652",0,2022-12-12 15:21:34.360 +1030
3460,completed,100,"537638",0,2022-12-12 15:21:32.620 +1030
3715,completed,19,"538864",3,2022-12-20 10:53:12.292 +1030
3712,failed,96,"538858",8,2022-12-20 10:40:10.929 +1030
3453,completed,18,"537580",0,2022-12-12 15:21:26.530 +1030
3471,completed,18,"537684",0,2022-12-12 15:21:37.795 +1030
3462,completed,29,"537648",0,2022-12-12 15:21:33.629 +1030
3517,completed,96,"537912",4,2022-12-13 13:16:05.056 +1030
3472,failed,96,"537693",8,2022-12-12 15:21:38.752 +1030
3497,completed,96,"537815",5,2022-12-13 09:28:41.663 +1030
3455,failed,96,"537613",8,2022-12-12 15:21:29.685 +1030
3479,failed,29,"537672",8,2022-12-12 15:21:40.287 +1030
3457,failed,96,"537623",8,2022-12-12 15:21:30.755 +1030
3469,failed,106,"537668",8,2022-12-12 15:21:36.275 +1030
3483,failed,100,"537742",8,2022-12-12 15:21:41.088 +1030
3478,failed,106,"537719",8,2022-12-12 15:21:40.205 +1030
3459,failed,96,"537629",8,2022-12-12 15:21:31.616 +1030
3464,failed,106,"537653",8,2022-12-12 15:21:34.528 +1030
3498,completed,100,"537817",3,2022-12-13 09:39:28.756 +1030
3718,failed,106,"538876",8,2022-12-20 12:11:06.134 +1030
3485,completed,100,"537747",3,2022-12-12 15:21:41.375 +1030
3727,completed,18,"538943",4,2022-12-20 15:04:31.240 +1030
3729,completed,29,"538957",5,2022-12-20 15:52:20.334 +1030
3507,completed,100,"537857",3,2022-12-13 11:01:43.628 +1030
3728,failed,96,"538956",8,2022-12-20 15:49:22.470 +1030
3731,failed,96,"538963",8,2022-12-20 15:58:30.666 +1030
3493,completed,100,"537800",2,2022-12-13 09:01:29.987 +1030
3740,completed,100,"539006",2,2022-12-21 09:30:39.648 +1030
3488,completed,100,"537769",2,2022-12-12 16:04:02.446 +1030
3492,completed,96,"537797",3,2022-12-13 08:57:25.358 +1030
3503,completed,18,"537838",4,2022-12-13 10:17:28.569 +1030
3743,failed,96,"539019",8,2022-12-21 09:52:48.376 +1030
3513,completed,100,"537899",3,2022-12-13 12:21:47.463 +1030
3499,completed,29,"537825",3,2022-12-13 10:00:26.442 +1030
3508,completed,18,"537847",3,2022-12-13 11:12:38.226 +1030
3752,failed,124,"539088",8,2022-12-21 12:04:04.747 +1030
3757,completed,19,"539105",4,2022-12-21 13:12:23.030 +1030
3744,failed,110,"539024",8,2022-12-21 10:00:41.047 +1030
3741,failed,96,"539009",8,2022-12-21 09:32:59.859 +1030
3487,completed,100,"537767",4,2022-12-12 16:01:39.686 +1030
3495,completed,19,"537807",4,2022-12-13 09:20:36.942 +1030
3486,completed,29,"537766",4,2022-12-12 16:00:53.763 +1030
3489,completed,96,"537777",3,2022-12-12 16:31:10.836 +1030
3450,failed,124,"536754",8,2022-12-12 12:44:31.738 +1030
3501,completed,19,"537831",3,2022-12-13 10:07:09.645 +1030
3502,completed,29,"537834",3,2022-12-13 10:07:36.550 +1030
3515,completed,100,"537907",2,2022-12-13 12:49:34.854 +1030
3494,completed,19,"537801",3,2022-12-13 09:11:02.503 +1030
3514,completed,110,"537902",3,2022-12-13 12:31:22.913 +1030
3516,completed,110,"537909",2,2022-12-13 12:56:50.148 +1030
3504,completed,18,"537843",3,2022-12-13 10:32:05.955 +1030
3506,completed,29,"537856",5,2022-12-13 11:00:19.895 +1030
3510,completed,106,"537883",2,2022-12-13 11:53:14.515 +1030
3512,completed,96,"537896",4,2022-12-13 12:09:59.739 +1030
3509,completed,29,"537870",4,2022-12-13 11:28:55.945 +1030
3518,completed,106,"537913",2,2022-12-13 13:16:11.207 +1030
3519,completed,124,"537914",0,2022-12-13 13:42:39.244 +1030
3520,completed,106,"537859",0,2022-12-13 13:48:23.183 +1030
4689,completed,100,"543588",4,2023-02-03 11:43:40.988 +1030
5172,failed,96,"545899",8,2023-02-20 09:27:44.119 +1030
5181,completed,100,"545932",2,2023-02-20 10:40:30.722 +1030
5805,completed,29,"548987",4,2023-03-10 09:54:57.993 +1030
4975,failed,96,"544925",8,2023-02-13 14:10:58.240 +1030
4295,failed,100,"541701",8,2023-01-21 14:04:26.738 +1030
5169,completed,29,"545883",5,2023-02-20 09:16:35.835 +1030
4694,completed,100,"543614",2,2023-02-03 12:45:30.946 +1030
4666,completed,29,"543487",3,2023-02-02 16:37:23.960 +1030
4667,completed,29,"543490",2,2023-02-02 16:48:39.690 +1030
4802,failed,110,"544127",8,2023-02-07 16:09:56.901 +1030
4808,failed,106,"544153",8,2023-02-07 17:25:42.387 +1030
4647,failed,99,"543404",8,2023-02-02 12:43:45.693 +1030
4055,failed,110,"540634",8,2023-01-12 14:09:03.369 +1030
4060,failed,96,"540670",8,2023-01-12 15:36:27.679 +1030
4910,completed,100,"544662",2,2023-02-10 12:03:51.675 +1030
4813,completed,100,"544189",1,2023-02-08 09:55:21.620 +1030
4651,failed,96,"543421",8,2023-02-02 13:55:04.064 +1030
4676,failed,96,"543509",8,2023-02-03 08:58:35.153 +1030
4659,failed,96,"543466",8,2023-02-02 15:51:10.883 +1030
4663,failed,96,"543478",8,2023-02-02 16:22:09.471 +1030
5174,failed,96,"545903",8,2023-02-20 09:42:05.393 +1030
5189,completed,100,"545961",3,2023-02-20 11:32:58.842 +1030
5186,completed,100,"545947",4,2023-02-20 10:58:41.397 +1030
4339,completed,100,"541903",3,2023-01-23 10:47:05.864 +1030
4680,failed,96,"543536",8,2023-02-03 09:55:06.621 +1030
5163,failed,96,"545865",8,2023-02-20 08:43:51.661 +1030
4585,failed,124,"543065",8,2023-02-01 09:37:31.693 +1030
4595,failed,96,"543130",8,2023-02-01 11:09:58.612 +1030
4987,failed,96,"544985",8,2023-02-13 17:03:02.360 +1030
4674,completed,29,"543506",3,2023-02-03 08:52:26.441 +1030
5168,failed,96,"545880",8,2023-02-20 09:10:38.894 +1030
5187,failed,96,"545952",8,2023-02-20 11:04:24.760 +1030
5182,failed,96,"545936",8,2023-02-20 10:46:56.947 +1030
4686,failed,106,"543582",8,2023-02-03 11:24:25.675 +1030
4688,failed,106,"543558",8,2023-02-03 11:40:26.287 +1030
4344,completed,100,"541917",4,2023-01-23 11:22:03.106 +1030
4403,completed,18,"542024",0,2023-01-24 12:58:38.608 +1030
4378,failed,110,"542073",8,2023-01-24 09:08:27.904 +1030
4691,failed,96,"543604",8,2023-02-03 12:19:33.179 +1030
4692,failed,106,"543605",8,2023-02-03 12:20:25.674 +1030
4379,failed,18,"542076",8,2023-01-24 09:13:27.403 +1030
4625,failed,106,"543273",8,2023-02-01 17:20:44.600 +1030
4396,failed,106,"542142",8,2023-01-24 11:06:46.479 +1030
4385,failed,110,"542105",8,2023-01-24 10:00:02.749 +1030
4901,failed,96,"544614",8,2023-02-10 10:20:14.456 +1030
4909,failed,124,"544656",8,2023-02-10 11:47:16.199 +1030
4711,completed,29,"543721",3,2023-02-06 09:05:15.845 +1030
4844,failed,110,"544332",8,2023-02-08 15:39:55.224 +1030
4678,completed,29,"543519",4,2023-02-03 09:17:52.605 +1030
4681,completed,29,"543537",4,2023-02-03 09:55:10.377 +1030
4640,completed,19,"543337",4,2023-02-02 10:20:00.364 +1030
4356,completed,100,"541976",3,2023-01-23 14:01:54.608 +1030
4358,completed,19,"541986",3,2023-01-23 14:19:41.246 +1030
4738,failed,110,"543825",8,2023-02-06 12:10:41.090 +1030
4460,completed,18,"542451",3,2023-01-25 15:10:19.825 +1030
4927,completed,100,"544758",3,2023-02-10 16:36:21.871 +1030
4357,completed,29,"541985",4,2023-01-23 14:16:55.777 +1030
4338,failed,96,"541894",8,2023-01-23 10:36:38.942 +1030
4456,failed,19,"542432",8,2023-01-25 13:58:41.109 +1030
4939,completed,29,"544794",3,2023-02-13 09:38:19.441 +1030
4463,failed,96,"542461",8,2023-01-25 15:36:49.031 +1030
4337,failed,110,"541884",8,2023-01-23 10:11:04.114 +1030
4366,completed,29,"542008",3,2023-01-23 15:00:18.755 +1030
4848,failed,106,"544365",8,2023-02-09 08:51:18.882 +1030
