"id","status","template_id","accession_number","attempts","created_at"
1453,failed,106,"525334",8,2022-09-09 10:15:17.735 +0930
1468,failed,106,"525435",8,2022-09-09 14:48:10.300 +0930
1469,completed,100,"525436",3,2022-09-09 14:53:03.619 +0930
1454,failed,106,"525363",8,2022-09-09 11:10:33.374 +0930
1467,failed,106,"525413",8,2022-09-09 13:52:42.204 +0930
1464,completed,96,"525408",5,2022-09-09 13:46:35.406 +0930
1485,completed,100,"525546",2,2022-09-12 10:35:56.290 +0930
1494,completed,96,"525607",2,2022-09-12 13:42:22.477 +0930
1495,completed,100,"525608",4,2022-09-12 13:45:17.508 +0930
1503,completed,100,"525638",2,2022-09-12 14:59:48.764 +0930
1508,failed,106,"525680",8,2022-09-12 16:48:00.020 +0930
1500,completed,100,"525625",4,2022-09-12 14:16:26.671 +0930
1504,completed,100,"525643",3,2022-09-12 15:16:52.510 +0930
1505,completed,110,"525657",3,2022-09-12 15:46:29.111 +0930
1499,failed,106,"525624",8,2022-09-12 14:14:56.402 +0930
1502,failed,99,"525631",8,2022-09-12 14:44:39.914 +0930
1510,completed,100,"525708",3,2022-09-13 09:32:40.879 +0930
1514,failed,106,"525735",8,2022-09-13 10:09:13.513 +0930
1228,failed,106,"523816",8,2022-08-30 14:57:36.107 +0930
1194,failed,96,"523506",8,2022-08-26 17:08:01.076 +0930
1356,completed,96,"524673",5,2022-09-05 15:37:13.676 +0930
1531,completed,100,"525860",2,2022-09-13 16:17:50.710 +0930
1379,completed,100,"524851",2,2022-09-06 14:52:33.091 +0930
1347,failed,110,"524624",8,2022-09-05 13:57:19.530 +0930
1181,completed,110,"523351",4,2022-08-26 10:21:59.532 +0930
1352,failed,106,"524648",8,2022-09-05 14:53:34.556 +0930
1350,failed,106,"524639",8,2022-09-05 14:34:09.211 +0930
1264,completed,100,"524044",3,2022-08-31 16:11:34.613 +0930
1134,failed,100,"522917",8,2022-08-24 08:56:36.691 +0930
1187,completed,100,"523426",3,2022-08-26 13:40:58.920 +0930
1300,completed,100,"524307",4,2022-09-02 10:00:36.072 +0930
1268,completed,100,"524070",2,2022-08-31 17:21:03.939 +0930
1414,completed,100,"525106",4,2022-09-08 08:49:23.585 +0930
1262,failed,106,"524027",8,2022-08-31 15:27:23.509 +0930
1366,completed,96,"524763",3,2022-09-06 10:33:36.216 +0930
1127,completed,96,"522864",5,2022-08-23 14:36:00.154 +0930
1304,completed,100,"524333",2,2022-09-02 10:56:41.137 +0930
1348,completed,96,"524627",4,2022-09-05 14:07:21.161 +0930
1327,completed,110,"524493",4,2022-09-05 09:01:33.558 +0930
1364,completed,96,"524759",4,2022-09-06 10:26:03.435 +0930
1270,completed,96,"524074",4,2022-09-01 08:46:42.629 +0930
1197,completed,96,"523522",3,2022-08-29 09:13:27.933 +0930
1132,completed,96,"522906",4,2022-08-23 16:36:52.018 +0930
1397,completed,96,"524990",4,2022-09-07 11:55:16.837 +0930
1314,completed,100,"524388",1,2022-09-02 13:13:37.824 +0930
1278,completed,100,"524155",1,2022-09-01 11:08:15.457 +0930
1239,completed,96,"523884",3,2022-08-31 09:25:18.485 +0930
1243,completed,100,"523903",2,2022-08-31 09:51:08.212 +0930
1372,completed,100,"524813",3,2022-09-06 12:37:32.777 +0930
1374,completed,96,"524819",2,2022-09-06 12:54:49.369 +0930
1204,completed,100,"523580",4,2022-08-29 11:01:22.511 +0930
1207,completed,100,"523600",3,2022-08-29 12:08:40.316 +0930
1281,completed,100,"524171",2,2022-09-01 12:01:30.421 +0930
1133,failed,100,"522916",8,2022-08-24 08:50:49.438 +0930
1330,completed,96,"524519",3,2022-09-05 09:45:29.391 +0930
1447,completed,96,"525293",3,2022-09-09 08:50:23.805 +0930
1208,completed,100,"523610",2,2022-08-29 13:10:11.000 +0930
1282,completed,100,"524176",2,2022-09-01 12:13:53.388 +0930
1213,completed,100,"523633",2,2022-08-29 14:32:26.851 +0930
1413,completed,100,"525103",2,2022-09-07 17:35:57.922 +0930
1331,completed,96,"524525",3,2022-09-05 09:48:39.955 +0930
1317,completed,100,"524413",1,2022-09-02 14:23:48.398 +0930
1378,completed,100,"524846",2,2022-09-06 14:32:48.052 +0930
1215,completed,100,"523664",2,2022-08-29 16:01:50.055 +0930
1290,completed,110,"524202",2,2022-09-01 13:41:37.307 +0930
1298,failed,110,"524291",8,2022-09-02 09:29:51.578 +0930
1218,completed,100,"523698",3,2022-08-30 09:14:36.742 +0930
1376,completed,96,"524836",5,2022-09-06 13:57:03.217 +0930
1353,completed,96,"524649",2,2022-09-05 14:53:50.299 +0930
1294,completed,96,"524246",4,2022-09-01 15:34:49.061 +0930
1219,completed,96,"523723",3,2022-08-30 10:00:01.970 +0930
1412,failed,106,"525091",8,2022-09-07 16:28:35.750 +0930
1387,completed,100,"524876",2,2022-09-06 15:47:30.663 +0930
1329,completed,96,"524514",4,2022-09-05 09:38:01.820 +0930
1221,completed,100,"523748",3,2022-08-30 11:17:59.908 +0930
1381,completed,96,"524860",4,2022-09-06 15:05:43.716 +0930
1173,completed,96,"523276",6,2022-08-25 15:45:30.449 +0930
1170,completed,96,"523238",7,2022-08-25 13:55:51.409 +0930
1382,completed,96,"524865",5,2022-09-06 15:28:14.110 +0930
1130,failed,106,"522899",8,2022-08-23 16:17:04.471 +0930
1380,failed,106,"524859",8,2022-09-06 15:05:40.807 +0930
1225,completed,100,"523803",2,2022-08-30 14:18:37.931 +0930
1286,failed,96,"524192",8,2022-09-01 13:23:59.358 +0930
1150,failed,100,"523091",8,2022-08-24 16:08:11.905 +0930
1248,completed,100,"523940",3,2022-08-31 11:17:16.987 +0930
1246,completed,96,"523916",5,2022-08-31 10:25:58.318 +0930
1332,completed,96,"524527",4,2022-09-05 09:49:35.988 +0930
1297,failed,106,"524266",8,2022-09-01 16:28:57.828 +0930
1128,failed,99,"522873",8,2022-08-23 15:23:08.130 +0930
1131,failed,106,"522900",8,2022-08-23 16:18:07.041 +0930
1143,failed,110,"522994",8,2022-08-24 11:20:54.887 +0930
1325,completed,96,"524484",2,2022-09-02 17:35:18.353 +0930
1406,completed,99,"525038",3,2022-09-07 14:09:30.028 +0930
1393,completed,100,"524949",3,2022-09-07 10:19:54.957 +0930
1337,completed,100,"524562",3,2022-09-05 10:56:33.724 +0930
1316,failed,106,"524401",8,2022-09-02 13:54:18.470 +0930
1320,failed,96,"524437",8,2022-09-02 15:24:46.609 +0930
1158,failed,96,"523185",8,2022-08-25 11:17:10.073 +0930
1254,completed,96,"523992",4,2022-08-31 13:52:16.004 +0930
1241,failed,106,"523897",8,2022-08-31 09:39:26.105 +0930
1230,completed,96,"523826",3,2022-08-30 15:29:22.896 +0930
1145,failed,100,"523019",8,2022-08-24 12:33:55.575 +0930
1172,failed,124,"523265",8,2022-08-25 15:19:20.022 +0930
1164,failed,110,"523209",8,2022-08-25 12:23:53.368 +0930
1231,completed,96,"523839",2,2022-08-30 15:56:27.278 +0930
1401,completed,96,"525003",5,2022-09-07 12:50:39.615 +0930
1233,completed,96,"523842",4,2022-08-30 15:57:26.101 +0930
1232,completed,100,"523841",4,2022-08-30 15:56:54.776 +0930
1259,completed,100,"524014",3,2022-08-31 14:57:58.286 +0930
1415,failed,100,"525107",8,2022-09-08 08:51:42.703 +0930
1425,completed,100,"525165",3,2022-09-08 11:02:23.761 +0930
1407,completed,96,"525043",5,2022-09-07 14:14:33.850 +0930
1418,completed,96,"525126",4,2022-09-08 09:42:02.259 +0930
1417,completed,96,"525125",5,2022-09-08 09:41:59.527 +0930
1245,failed,96,"523911",8,2022-08-31 10:05:43.299 +0930
1263,completed,110,"524028",3,2022-08-31 15:28:43.375 +0930
1424,completed,96,"525163",3,2022-09-08 11:01:08.381 +0930
1421,completed,96,"525151",4,2022-09-08 10:33:40.410 +0930
1334,failed,106,"524540",8,2022-09-05 10:15:49.054 +0930
1354,completed,100,"524660",5,2022-09-05 15:08:09.828 +0930
1460,failed,106,"525398",8,2022-09-09 13:21:14.981 +0930
1435,failed,106,"525220",8,2022-09-08 13:27:13.658 +0930
1437,failed,106,"525230",8,2022-09-08 14:01:44.338 +0930
1429,completed,110,"525191",4,2022-09-08 11:54:13.766 +0930
1445,failed,106,"525285",8,2022-09-08 17:22:32.430 +0930
1458,completed,100,"525391",2,2022-09-09 12:57:14.103 +0930
1474,completed,96,"525458",2,2022-09-09 15:23:21.415 +0930
1473,completed,96,"525450",5,2022-09-09 15:12:16.575 +0930
1465,completed,100,"525409",2,2022-09-09 13:46:40.972 +0930
1476,failed,96,"525472",8,2022-09-09 15:58:13.015 +0930
1461,completed,96,"525400",4,2022-09-09 13:28:18.173 +0930
1470,completed,100,"525439",2,2022-09-09 14:56:57.766 +0930
1462,failed,106,"525403",8,2022-09-09 13:37:05.966 +0930
1477,completed,96,"525488",2,2022-09-09 16:38:30.325 +0930
1472,completed,100,"525446",2,2022-09-09 15:07:27.301 +0930
1466,failed,106,"525410",8,2022-09-09 13:47:04.809 +0930
1456,failed,106,"525385",8,2022-09-09 12:12:16.661 +0930
1479,completed,100,"525517",3,2022-09-12 09:25:50.741 +0930
1478,completed,96,"525504",5,2022-09-12 08:50:22.563 +0930
1487,completed,110,"525550",4,2022-09-12 10:49:51.533 +0930
1492,completed,96,"525585",3,2022-09-12 12:24:55.672 +0930
1481,completed,100,"525537",3,2022-09-12 10:20:27.463 +0930
1491,completed,100,"525577",3,2022-09-12 12:00:50.232 +0930
1486,completed,96,"525549",5,2022-09-12 10:42:34.396 +0930
1480,failed,106,"525528",8,2022-09-12 09:59:00.766 +0930
1498,completed,100,"525622",4,2022-09-12 14:10:42.598 +0930
1889,completed,106,"528312",2,2022-10-04 17:26:05.207 +1030
1529,completed,99,"525838",3,2022-09-13 15:08:44.274 +0930
1533,completed,96,"525864",4,2022-09-13 16:31:21.624 +0930
1739,completed,100,"527234",2,2022-09-23 17:47:07.027 +0930
1712,completed,96,"527118",3,2022-09-23 11:50:52.793 +0930
1723,completed,110,"527175",4,2022-09-23 14:32:54.323 +0930
1615,completed,100,"526419",1,2022-09-16 15:59:41.806 +0930
1718,completed,96,"527148",2,2022-09-23 13:38:13.488 +0930
1537,completed,100,"525912",3,2022-09-14 10:00:09.636 +0930
1605,failed,106,"526340",8,2022-09-16 11:42:49.866 +0930
1540,completed,96,"525924",3,2022-09-14 10:24:01.087 +0930
1736,completed,99,"527227",2,2022-09-23 17:06:13.066 +0930
1709,completed,96,"527109",4,2022-09-23 11:33:54.473 +0930
1706,failed,106,"527097",8,2022-09-23 11:01:21.392 +0930
1707,completed,100,"527099",5,2022-09-23 11:09:47.556 +0930
1728,completed,110,"527204",2,2022-09-23 16:00:28.291 +0930
1631,completed,100,"526549",1,2022-09-19 12:11:09.913 +0930
1710,failed,96,"527112",8,2022-09-23 11:34:53.152 +0930
1630,completed,96,"526545",3,2022-09-19 11:53:30.401 +0930
1724,completed,100,"527177",3,2022-09-23 14:35:23.391 +0930
1614,completed,96,"526416",5,2022-09-16 15:54:41.892 +0930
1543,completed,100,"525948",3,2022-09-14 11:41:39.264 +0930
1726,completed,100,"527185",2,2022-09-23 14:55:49.480 +0930
1546,completed,96,"525955",3,2022-09-14 11:55:08.937 +0930
1545,completed,96,"525951",4,2022-09-14 11:44:05.310 +0930
1580,completed,100,"526190",4,2022-09-15 14:30:40.045 +0930
1581,completed,96,"526194",4,2022-09-15 14:39:13.461 +0930
1572,failed,106,"526112",8,2022-09-15 10:59:30.595 +0930
1551,completed,110,"525977",2,2022-09-14 13:29:03.231 +0930
1536,failed,96,"525907",8,2022-09-14 09:53:59.520 +0930
1721,completed,96,"527166",4,2022-09-23 14:10:20.152 +0930
1713,failed,106,"527128",8,2022-09-23 12:22:02.486 +0930
1619,failed,96,"526455",8,2022-09-19 08:21:48.150 +0930
1582,completed,96,"526208",4,2022-09-15 15:23:02.438 +0930
1561,completed,96,"526019",4,2022-09-14 15:31:54.626 +0930
1727,completed,100,"527201",2,2022-09-23 15:52:49.077 +0930
1716,failed,106,"527140",8,2022-09-23 13:18:55.071 +0930
1584,completed,100,"526223",1,2022-09-15 16:13:30.297 +0930
1732,completed,100,"527216",3,2022-09-23 16:25:33.693 +0930
1662,completed,100,"526755",5,2022-09-20 12:07:24.379 +0930
1573,failed,106,"526132",8,2022-09-15 11:40:08.794 +0930
1541,failed,106,"525941",8,2022-09-14 11:27:36.340 +0930
1565,completed,100,"526038",2,2022-09-14 16:29:40.123 +0930
1563,completed,100,"526036",3,2022-09-14 16:21:47.119 +0930
1734,failed,106,"527222",8,2022-09-23 16:50:08.647 +0930
1618,failed,106,"526449",8,2022-09-16 17:09:53.831 +0930
1729,completed,100,"527205",4,2022-09-23 16:01:06.366 +0930
1587,completed,110,"526228",2,2022-09-15 16:28:04.270 +0930
1567,completed,100,"526075",3,2022-09-15 09:52:19.838 +0930
1579,completed,96,"526189",5,2022-09-15 14:27:22.032 +0930
1717,failed,124,"527144",8,2022-09-23 13:28:41.087 +0930
1735,completed,100,"527224",4,2022-09-23 16:51:45.878 +0930
1571,completed,100,"526105",2,2022-09-15 10:48:51.762 +0930
1720,failed,106,"527164",8,2022-09-23 14:06:53.567 +0930
1599,completed,96,"526305",4,2022-09-16 10:47:58.312 +0930
1621,failed,96,"526462",8,2022-09-19 08:49:58.875 +0930
1740,completed,100,"527239",2,2022-09-26 09:03:29.727 +0930
1625,failed,106,"526494",8,2022-09-19 10:03:57.058 +0930
1589,completed,100,"526240",4,2022-09-15 17:21:36.031 +0930
1578,failed,96,"526186",8,2022-09-15 14:25:09.679 +0930
1602,completed,99,"526313",4,2022-09-16 10:55:43.002 +0930
1596,completed,96,"526281",5,2022-09-16 10:01:00.272 +0930
1743,completed,100,"527272",2,2022-09-26 10:01:53.997 +0930
1575,completed,110,"526162",3,2022-09-15 12:41:29.564 +0930
1742,completed,100,"527269",2,2022-09-26 09:57:24.543 +0930
1741,completed,100,"527268",3,2022-09-26 09:55:27.327 +0930
1576,completed,100,"526170",1,2022-09-15 13:25:02.765 +0930
1577,completed,100,"526183",2,2022-09-15 14:06:31.554 +0930
1746,completed,96,"527319",3,2022-09-26 12:17:31.725 +0930
1748,completed,100,"527331",2,2022-09-26 13:23:31.875 +0930
1604,completed,100,"526338",3,2022-09-16 11:39:17.465 +0930
1744,failed,96,"527300",8,2022-09-26 11:04:42.666 +0930
1657,completed,96,"526741",3,2022-09-20 11:29:11.616 +0930
1752,completed,96,"527349",4,2022-09-26 14:58:58.066 +0930
1749,completed,100,"527338",3,2022-09-26 14:19:11.478 +0930
1594,completed,100,"526273",2,2022-09-16 09:47:36.334 +0930
1747,completed,96,"527328",5,2022-09-26 13:14:01.242 +0930
1607,completed,100,"526353",4,2022-09-16 12:03:14.743 +0930
1595,completed,96,"526276",3,2022-09-16 09:51:23.215 +0930
1622,completed,100,"526464",1,2022-09-19 08:54:39.112 +0930
1597,completed,100,"526294",2,2022-09-16 10:26:57.283 +0930
1620,completed,110,"526456",4,2022-09-19 08:30:28.063 +0930
1609,completed,100,"526364",2,2022-09-16 13:30:48.805 +0930
1680,completed,100,"526913",4,2022-09-21 11:08:29.612 +0930
1591,failed,96,"526264",8,2022-09-16 09:26:13.624 +0930
1669,failed,106,"526807",8,2022-09-20 15:36:00.946 +0930
1643,completed,96,"526660",3,2022-09-19 17:37:20.932 +0930
1637,failed,106,"526599",8,2022-09-19 14:43:42.741 +0930
1623,completed,110,"526484",2,2022-09-19 09:47:53.692 +0930
1610,completed,96,"526386",3,2022-09-16 14:31:41.532 +0930
1593,failed,96,"526272",8,2022-09-16 09:43:57.614 +0930
1600,failed,124,"526307",8,2022-09-16 10:51:32.900 +0930
1611,completed,99,"526388",4,2022-09-16 14:37:21.154 +0930
1603,failed,99,"526329",8,2022-09-16 11:28:12.453 +0930
1650,failed,99,"526710",8,2022-09-20 10:04:34.506 +0930
1682,completed,100,"526927",2,2022-09-21 11:52:34.083 +0930
1668,completed,100,"526801",3,2022-09-20 14:49:20.406 +0930
1659,completed,96,"526747",3,2022-09-20 11:50:04.772 +0930
1671,failed,106,"526821",8,2022-09-20 16:07:50.329 +0930
1663,completed,100,"526756",2,2022-09-20 12:08:00.471 +0930
1627,completed,100,"526515",2,2022-09-19 10:49:50.484 +0930
1628,completed,100,"526535",2,2022-09-19 11:35:57.619 +0930
1646,completed,110,"526677",4,2022-09-20 09:12:19.767 +0930
1675,failed,106,"526840",8,2022-09-20 17:48:22.236 +0930
1651,completed,100,"526711",2,2022-09-20 10:09:42.103 +0930
1661,completed,96,"526752",3,2022-09-20 11:58:51.742 +0930
1655,completed,100,"526735",3,2022-09-20 11:05:24.798 +0930
1691,completed,100,"526985",1,2022-09-21 14:55:03.482 +0930
1664,completed,100,"526764",3,2022-09-20 12:27:34.139 +0930
1681,completed,96,"526920",4,2022-09-21 11:23:38.063 +0930
1665,completed,100,"526765",4,2022-09-20 12:28:34.304 +0930
1667,completed,100,"526774",3,2022-09-20 12:48:31.939 +0930
1670,completed,96,"526809",4,2022-09-20 15:42:35.529 +0930
1684,completed,100,"526935",2,2022-09-21 12:09:10.363 +0930
1666,failed,106,"526771",8,2022-09-20 12:42:15.749 +0930
1685,completed,100,"526939",2,2022-09-21 12:19:15.781 +0930
1686,completed,100,"526948",3,2022-09-21 12:37:50.557 +0930
1677,completed,96,"526881",5,2022-09-21 10:05:19.291 +0930
1700,completed,100,"527051",4,2022-09-23 09:45:03.045 +0930
1688,completed,100,"526964",3,2022-09-21 13:30:50.053 +0930
1676,failed,106,"526843",8,2022-09-21 08:55:57.035 +0930
1694,completed,100,"527013",2,2022-09-21 16:38:37.869 +0930
1693,completed,96,"527010",3,2022-09-21 16:28:57.594 +0930
1695,completed,100,"527015",2,2022-09-21 16:45:56.618 +0930
1698,completed,100,"527027",3,2022-09-23 08:57:52.246 +0930
1730,failed,106,"527207",8,2022-09-23 16:02:58.596 +0930
1539,failed,96,"525920",8,2022-09-14 10:11:59.143 +0930
1714,completed,96,"527130",4,2022-09-23 12:26:11.191 +0930
1559,completed,100,"526010",3,2022-09-14 14:43:52.707 +0930
1715,completed,99,"527136",3,2022-09-23 13:11:51.368 +0930
1530,completed,100,"525846",4,2022-09-13 15:18:43.783 +0930
1704,completed,96,"527069",4,2022-09-23 10:23:28.470 +0930
1532,failed,110,"525863",8,2022-09-13 16:27:39.355 +0930
1703,completed,100,"527067",4,2022-09-23 10:21:25.038 +0930
1535,completed,96,"525885",3,2022-09-14 09:09:16.113 +0930
1708,completed,100,"527104",2,2022-09-23 11:23:10.714 +0930
1590,completed,100,"526243",3,2022-09-16 08:38:26.078 +0930
1705,completed,100,"527085",4,2022-09-23 10:46:56.286 +0930
1645,completed,110,"526672",3,2022-09-20 09:04:35.149 +0930
1658,completed,100,"526744",3,2022-09-20 11:41:12.507 +0930
1737,failed,106,"527229",8,2022-09-23 17:15:28.880 +0930
1701,failed,106,"527061",8,2022-09-23 10:06:16.082 +0930
1592,completed,96,"526269",4,2022-09-16 09:43:01.044 +0930
1738,failed,106,"527231",8,2022-09-23 17:20:02.743 +0930
1711,completed,100,"527117",4,2022-09-23 11:50:16.004 +0930
1542,completed,100,"525945",3,2022-09-14 11:32:11.749 +0930
1751,completed,96,"527343",3,2022-09-26 14:45:27.462 +0930
1562,completed,100,"526030",3,2022-09-14 16:09:14.547 +0930
1753,failed,106,"527363",8,2022-09-26 15:52:22.951 +0930
1725,completed,100,"527179",2,2022-09-23 14:39:39.169 +0930
1731,completed,96,"527210",3,2022-09-23 16:08:12.916 +0930
1564,completed,100,"526037",3,2022-09-14 16:22:37.769 +0930
1598,completed,100,"526295",3,2022-09-16 10:29:38.465 +0930
1544,failed,106,"525949",8,2022-09-14 11:43:16.277 +0930
1548,completed,100,"525960",2,2022-09-14 12:17:07.556 +0930
1547,completed,96,"525957",3,2022-09-14 12:08:09.082 +0930
1722,completed,99,"527174",4,2022-09-23 14:30:39.911 +0930
1601,completed,100,"526311",2,2022-09-16 10:54:54.944 +0930
1754,failed,106,"527366",8,2022-09-26 15:59:52.333 +0930
1634,completed,100,"526560",3,2022-09-19 13:16:51.539 +0930
1554,failed,106,"525997",8,2022-09-14 14:06:40.967 +0930
1633,completed,96,"526559",3,2022-09-19 13:13:15.138 +0930
1552,failed,96,"525980",8,2022-09-14 13:34:02.284 +0930
1635,completed,100,"526567",2,2022-09-19 13:33:20.889 +0930
1555,failed,106,"525999",8,2022-09-14 14:09:42.869 +0930
1558,failed,106,"526008",8,2022-09-14 14:29:58.138 +0930
1557,failed,106,"526006",8,2022-09-14 14:26:40.562 +0930
1560,failed,106,"526017",8,2022-09-14 15:27:35.267 +0930
1733,completed,96,"527218",5,2022-09-23 16:29:16.715 +0930
1549,completed,96,"525970",4,2022-09-14 13:15:59.240 +0930
1756,failed,106,"527382",8,2022-09-26 18:00:51.794 +0930
1719,failed,106,"527154",8,2022-09-23 13:49:55.652 +0930
1566,completed,96,"526063",3,2022-09-15 09:23:49.504 +0930
1755,completed,96,"527374",2,2022-09-26 16:19:01.329 +0930
1745,failed,106,"527305",8,2022-09-26 11:17:53.491 +0930
1757,completed,96,"527386",3,2022-09-27 08:53:45.673 +0930
1608,completed,100,"526354",2,2022-09-16 12:33:51.070 +0930
1750,failed,96,"527340",8,2022-09-26 14:32:12.154 +0930
1636,completed,110,"526578",2,2022-09-19 13:53:17.443 +0930
1550,completed,96,"525975",4,2022-09-14 13:23:45.849 +0930
1569,completed,100,"526086",2,2022-09-15 10:05:09.808 +0930
1758,completed,100,"527396",3,2022-09-27 09:13:10.046 +0930
1779,failed,106,"527534",8,2022-09-27 15:29:31.376 +0930
1761,completed,96,"527423",3,2022-09-27 10:03:53.671 +0930
1759,completed,100,"527400",4,2022-09-27 09:22:24.831 +0930
1760,completed,96,"527413",3,2022-09-27 09:54:51.778 +0930
1644,completed,96,"526671",4,2022-09-20 09:03:13.346 +0930
1612,completed,110,"526389",4,2022-09-16 14:37:46.554 +0930
1767,completed,100,"527471",3,2022-09-27 12:12:36.301 +0930
1638,completed,100,"526609",2,2022-09-19 14:56:07.104 +0930
1762,completed,100,"527431",3,2022-09-27 10:15:45.716 +0930
1556,completed,100,"526004",3,2022-09-14 14:24:54.115 +0930
1771,completed,100,"527499",3,2022-09-27 13:43:46.758 +0930
1648,completed,100,"526692",2,2022-09-20 09:43:52.137 +0930
1553,completed,96,"525986",4,2022-09-14 13:51:04.509 +0930
1538,failed,96,"525915",8,2022-09-14 10:01:50.478 +0930
1570,completed,96,"526091",4,2022-09-15 10:19:48.015 +0930
1568,completed,100,"526082",5,2022-09-15 10:03:53.401 +0930
1765,completed,96,"527458",3,2022-09-27 11:34:10.688 +0930
1764,completed,96,"527453",3,2022-09-27 11:18:51.855 +0930
1613,completed,96,"526411",3,2022-09-16 15:48:53.120 +0930
1574,completed,99,"526154",4,2022-09-15 12:20:00.411 +0930
1616,completed,96,"526434",2,2022-09-16 16:24:16.375 +0930
1768,completed,100,"527490",2,2022-09-27 13:26:58.402 +0930
1773,failed,106,"527505",8,2022-09-27 13:51:58.739 +0930
1583,completed,96,"526215",3,2022-09-15 15:54:01.828 +0930
1617,completed,100,"526445",2,2022-09-16 16:57:01.399 +0930
1606,failed,124,"526342",8,2022-09-16 11:49:21.654 +0930
1769,completed,96,"527493",4,2022-09-27 13:33:54.366 +0930
1586,completed,99,"526227",3,2022-09-15 16:27:13.481 +0930
1775,failed,106,"527514",8,2022-09-27 14:20:00.400 +0930
1683,completed,110,"526933",4,2022-09-21 12:07:24.223 +0930
1653,failed,124,"526720",8,2022-09-20 10:29:36.629 +0930
1588,completed,100,"526237",2,2022-09-15 16:58:48.555 +0930
1585,completed,96,"526226",4,2022-09-15 16:25:01.203 +0930
1781,failed,106,"527540",8,2022-09-27 15:42:45.878 +0930
1640,completed,100,"526631",2,2022-09-19 15:56:53.246 +0930
1780,failed,96,"527536",8,2022-09-27 15:32:43.390 +0930
1772,failed,96,"527503",8,2022-09-27 13:46:26.737 +0930
1624,completed,96,"526491",4,2022-09-19 10:01:54.182 +0930
1626,completed,96,"526512",3,2022-09-19 10:42:53.071 +0930
1763,failed,106,"527434",8,2022-09-27 10:20:30.011 +0930
1774,failed,106,"527508",8,2022-09-27 13:55:05.613 +0930
1629,completed,100,"526541",2,2022-09-19 11:45:22.365 +0930
1776,completed,96,"527516",4,2022-09-27 14:25:26.066 +0930
1632,completed,96,"526551",3,2022-09-19 12:29:43.869 +0930
1766,failed,96,"527460",8,2022-09-27 11:34:53.249 +0930
1687,completed,96,"526951",3,2022-09-21 12:53:36.173 +0930
1777,completed,96,"527524",4,2022-09-27 14:57:13.149 +0930
1770,failed,110,"527495",8,2022-09-27 13:34:32.155 +0930
1672,completed,96,"526825",3,2022-09-20 16:19:42.851 +0930
1639,failed,106,"526616",8,2022-09-19 15:25:32.531 +0930
1641,failed,106,"526639",8,2022-09-19 16:16:39.695 +0930
1642,failed,106,"526651",8,2022-09-19 16:56:14.890 +0930
1689,completed,100,"526972",3,2022-09-21 14:01:40.834 +0930
1660,failed,106,"526751",8,2022-09-20 11:58:24.777 +0930
1673,completed,100,"526837",3,2022-09-20 16:59:48.179 +0930
1649,completed,96,"526708",4,2022-09-20 10:03:05.422 +0930
1654,completed,96,"526723",4,2022-09-20 10:37:43.372 +0930
1656,completed,96,"526737",3,2022-09-20 11:06:26.646 +0930
1647,completed,96,"526691",5,2022-09-20 09:39:09.180 +0930
1690,completed,96,"526983",3,2022-09-21 14:51:24.439 +0930
1674,failed,106,"526838",8,2022-09-20 17:25:45.818 +0930
1652,completed,96,"526713",5,2022-09-20 10:13:41.461 +0930
1699,completed,100,"527037",4,2022-09-23 09:11:59.460 +0930
1692,completed,100,"527007",2,2022-09-21 16:06:28.800 +0930
1679,completed,100,"526911",3,2022-09-21 10:56:25.503 +0930
1678,completed,96,"526908",4,2022-09-21 10:53:56.731 +0930
1696,failed,96,"527021",8,2022-09-21 17:03:05.733 +0930
1697,completed,100,"527022",2,2022-09-23 08:44:33.747 +0930
1702,completed,100,"527063",3,2022-09-23 10:06:42.885 +0930
1890,completed,100,"528313",2,2022-10-04 17:34:50.475 +1030
1917,completed,96,"528474",3,2022-10-05 15:29:44.978 +1030
1818,completed,106,"527831",6,2022-09-29 12:36:56.766 +0930
1836,failed,29,"527966",8,2022-09-30 10:11:16.845 +0930
1790,failed,106,"527571",8,2022-09-28 08:52:49.306 +0930
1897,completed,29,"528384",5,2022-10-05 10:50:31.333 +1030
1828,completed,99,"527903",2,2022-09-29 16:22:14.478 +0930
1782,completed,96,"527542",3,2022-09-27 15:49:06.555 +0930
1784,completed,99,"527547",2,2022-09-27 16:09:40.626 +0930
1785,completed,100,"527549",2,2022-09-27 16:14:05.745 +0930
1788,failed,96,"527567",8,2022-09-28 08:18:08.784 +0930
1778,completed,96,"527532",4,2022-09-27 15:22:58.602 +0930
1909,completed,100,"528451",4,2022-10-05 14:34:49.986 +1030
1820,completed,100,"527844",6,2022-09-29 13:23:45.295 +0930
1789,failed,124,"527569",8,2022-09-28 08:35:15.321 +0930
1905,completed,100,"528428",4,2022-10-05 13:39:52.144 +1030
1814,completed,100,"527804",7,2022-09-29 11:25:28.069 +0930
1916,completed,96,"528470",2,2022-10-05 15:21:33.483 +1030
1919,completed,100,"528486",1,2022-10-05 16:20:46.158 +1030
1786,completed,100,"527560",4,2022-09-27 16:48:26.566 +0930
1821,completed,106,"527845",6,2022-09-29 13:24:01.557 +0930
1826,completed,29,"527900",3,2022-09-29 16:16:12.036 +0930
1783,failed,110,"527543",8,2022-09-27 15:54:05.139 +0930
1787,failed,106,"527565",8,2022-09-27 17:16:16.968 +0930
1907,failed,106,"528445",8,2022-10-05 14:23:19.430 +1030
1904,failed,106,"528424",8,2022-10-05 13:26:20.187 +1030
